"해역구분(1)","연안구분명(1)","층별구분(1)",2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022
"해역구분(1)","연안구분명(1)","층별구분(1)",수온Temp. (℃),염분Sal,수소이온농도pH,용존산소량DO (㎎/ℓ),화학적산소요구량COD (㎎/ℓ),클로로필Chl-a (㎍/ℓ),총질소TN (㎍/ℓ),용존무기인DIP (㎍/ℓ),총인TP (㎍/ℓ),규산규소 Si(OH)4 (㎍/ℓ),부유물질SPM (㎎/ℓ),용존무기질소DIN (㎍/ℓ),수온Temp. (℃),염분Sal,수소이온농도pH,용존산소량DO (㎎/ℓ),화학적산소요구량COD (㎎/ℓ),클로로필Chl-a (㎍/ℓ),총질소TN (㎍/ℓ),용존무기인DIP (㎍/ℓ),총인TP (㎍/ℓ),규산규소 Si(OH)4 (㎍/ℓ),부유물질SPM (㎎/ℓ),용존무기질소DIN (㎍/ℓ),수온Temp. (℃),염분Sal,수소이온농도pH,용존산소량DO (㎎/ℓ),화학적산소요구량COD (㎎/ℓ),클로로필Chl-a (㎍/ℓ),총질소TN (㎍/ℓ),용존무기인DIP (㎍/ℓ),총인TP (㎍/ℓ),규산규소 Si(OH)4 (㎍/ℓ),부유물질SPM (㎎/ℓ),용존무기질소DIN (㎍/ℓ),수온Temp. (℃),염분Sal,수소이온농도pH,용존산소량DO (㎎/ℓ),화학적산소요구량COD (㎎/ℓ),클로로필Chl-a (㎍/ℓ),총질소TN (㎍/ℓ),용존무기인DIP (㎍/ℓ),총인TP (㎍/ℓ),규산규소 Si(OH)4 (㎍/ℓ),부유물질SPM (㎎/ℓ),용존무기질소DIN (㎍/ℓ),수온Temp. (℃),염분Sal,수소이온농도pH,용존산소량DO (㎎/ℓ),화학적산소요구량COD (㎎/ℓ),클로로필Chl-a (㎍/ℓ),총질소TN (㎍/ℓ),용존무기인DIP (㎍/ℓ),총인TP (㎍/ℓ),규산규소 Si(OH)4 (㎍/ℓ),부유물질SPM (㎎/ℓ),용존무기질소DIN (㎍/ℓ)
"동해","감포연안","표층",17.44,33.67,8.17,8.15,1.17,0.84,146.2,8.5,18.6,238.8,5.4,55.6,18.3,33.51,8.18,7.87,1.1,0.99,163.5,6.3,15.4,222.5,4.4,37.9,16.71,33.68,8.2,9.11,1.44,2.53,146.2,6.6,20.7,263.5,8.2,45,17.92,33.36,8.2,8.46,1.32,1.91,138.6,9.5,20.8,230.3,8.5,58,16.19,33.71,8.14,8.71,1.56,2.41,159.8,8.5,21.5,225.8,5.7,54.2
"서해","신안연안","표층",15.79,32.51,8.13,8.73,1.54,1.54,200.9,14.1,27.6,306.1,29.7,114.1,16.14,31.88,8.1,8.63,1.23,1.02,274,15.7,27.3,330,14.4,120.2,15.94,31.46,8.08,8.85,1.33,4.29,265.2,15.5,37.2,358.7,43.2,153.7,16.68,31.59,7.95,8.6,1.62,1.04,257.9,14.6,34.1,266,57.9,109.8,15.92,32.11,8.26,8.54,1.77,2,233.8,17.2,32.8,371.8,31,120.1
"서해","무안연안","표층",15.88,31.02,8.13,10.04,1.6,1.7,300.3,19.3,37.9,387.4,44.3,192,17.01,31.27,8.08,8.45,1.5,1.41,290,16.1,28.1,378.9,20.9,132.7,16.76,30.19,8.05,9.25,1.7,2.85,342.9,15.9,36.3,403.9,32,181.8,17.19,31.02,7.95,8.57,1.69,1.67,262.9,15.6,36.4,325.9,44.8,150.7,16.51,31.84,8.23,8.44,1.94,2.61,237,15.4,33.3,347.9,28.7,99.5
"서해","고창연안","표층",16.43,31.45,8.21,9.62,2.1,3.09,213.5,10.5,37.9,145,50.4,36.5,15.48,31.39,8.11,8.36,2.28,6.27,272.2,17.3,52.6,321,62.4,72.3,16.5,30.98,8.16,9.74,2.7,7.91,256.5,9.4,50.2,186,186.9,49.1,16.6,31.26,7.86,8.97,2.03,2.48,261,13.4,39.2,257.7,52.4,88.6,16.01,31.6,8.29,8.49,1.98,6.22,221,9,33.9,156.8,46.3,47.1
"서해","전주포연안","표층",14.63,31.12,8.21,9.01,2.15,2.31,201.1,7.8,23.2,100.9,14.3,39.4,15.04,31.09,8.14,9,1.91,4.65,268.3,12.5,37.8,288.2,15.1,65,15.93,29.98,8.21,9.88,2.34,6.7,236.3,5.7,29.3,135.8,17.1,47.4,15.34,30.96,7.95,9.25,1.97,2.81,259,11.6,34.5,218.5,11.6,74.9,15.55,30.86,8.36,9.11,2.18,5.47,222.4,7.3,28.6,104.6,11.2,35
"서해","군산연안","표층",14.57,29.06,8.13,8.38,2.21,2.73,386.1,16.6,39.3,202.5,15,195.9,15.32,29.8,8.07,8.4,2.21,3.28,445.7,22.4,47.7,407.2,23.3,223.3,15.58,26.47,8.13,9.5,2.36,6.69,441.3,13,40.4,389.5,19.1,238.9,15.86,29.11,7.87,9.08,2.47,2.69,423.2,18.1,42.6,332.2,19.6,228.4,15.48,27.35,8.27,8.67,2.84,7.18,528.4,12.9,36.8,376.7,27.4,283
"서해","보령연안","표층",15.07,31.58,8.13,8.43,1.72,1.61,201.2,10.2,27.8,132.3,18.6,47.4,15.06,31.78,8.08,8.76,1.34,2.14,202.6,14.9,32,248.2,14.7,57.7,15.65,28.84,8.06,9.57,2.32,4.72,310.4,6.9,27.7,232.7,12.1,115.9,15.18,31.45,7.92,8.63,1.45,2.05,236.7,14.8,28.5,253.1,15,76.7,15.41,31.11,8.31,8.82,1.67,2.63,208.2,11.2,26.4,178.6,13.4,58.7
"서해","태안연안","표층",13.53,31.76,8.11,8.41,1.72,1.39,212.3,12.5,26.6,164.4,17.1,73.1,13.95,31.81,8.08,9.25,1.57,3.09,236.3,14.8,31.6,234,15.8,71.1,14.47,30.84,8.09,9.08,1.74,2.2,259.2,12.1,30.2,216.6,17.4,99.6,14.19,31.49,7.82,9.1,1.67,1.58,243.4,14.6,30.9,254.5,16.6,92.6,14.16,31.59,8.31,9.46,1.52,2.28,210.5,10.7,26.5,170.8,12.7,60
"서해","가로림연안","표층",12.92,31.61,8.1,8.47,1.58,1.62,254.7,17.8,29.5,227,23.8,125.7,13.58,31.7,8.04,9,1.54,2.14,239.5,17.2,30.9,243,18,110.9,13.75,31.08,8.04,8.77,1.76,1.41,286.9,19.1,37.1,262.5,25.4,147.4,13.46,31.3,7.97,8.99,1.7,1.36,255.9,17.7,30.4,274.3,16.7,130.7,13.48,31.4,8.24,9.63,1.5,2.15,235.1,11.7,27.4,170.2,11.9,80.1
"서해","대산연안","표층",13.14,31.27,8.08,8.66,1.7,1.33,281.9,20.5,33.8,233.5,21.2,154.3,13.76,31.4,8.03,8.95,1.53,1.82,295.1,19.3,34,261.7,12.3,127.8,13.71,30.73,8.03,8.68,1.98,1.7,326.7,20.7,37.1,305,21,171.1,13.22,30.94,7.95,9.18,1.63,1.38,285.3,18.2,32.4,247,14.3,157.3,14.14,30.98,8.21,9.32,1.59,2.09,240.2,14.6,27.3,204,16.6,115.6
"서해","아산연안","표층",13.7,30.64,8.05,8.92,1.79,1.3,389,25.9,39.1,336.6,15.6,237.1,14.34,30.81,8.03,8.87,1.98,3.29,388.7,21.3,38.7,341.8,12.5,184.7,14.22,28.82,8.04,8.64,2.27,2.72,465.2,26.8,48.2,480.7,21.1,292.3,13.5,30.41,7.99,8.86,1.7,2.23,363.6,20.1,37,282.6,9.5,197.4,14.76,30.05,8.23,9.15,1.96,3.49,316.8,17.2,32.8,249.2,16.4,155.8
"서해","천수만","표층",15.24,31.52,8.14,8.38,1.6,1.59,206,12.1,29.6,139.9,23.8,39.6,15.53,31.76,8.11,9.02,1.71,3.1,228.2,16.4,34.7,237.6,11.2,77.5,15.52,29.35,8.13,9.44,2.12,3.71,327.6,13.9,32.8,271.3,11.6,149.7,15.37,31.29,7.88,9.4,2.06,4.26,232.5,14.2,37.3,288.1,15.5,55,15.41,30.92,8.37,9,2.13,3.61,227.7,11.4,31.7,151.9,17.5,54.1
"서해","목포연안","표층",16.31,31.27,8.13,8.73,1.63,4.2,274.2,18.9,31.5,292.2,15.4,157.2,16.32,30.64,8.22,9.88,1.92,4.34,348.8,9.6,26.8,255.7,9.3,162.7,16.37,29.01,8.08,9.09,1.93,3.85,387.1,15.1,34.4,400.2,20.2,248.2,17.26,28.38,7.94,8.74,1.88,2.3,637.9,15.6,36.9,361.8,15.7,437.5,16.11,31.15,8.3,8.51,1.78,3.63,293.1,16.7,35.4,327.7,15.1,140.5
